uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,author,reliabilityScore
Q14197,Q9Y2R5,3396,51373,ENSG00000167862,ENSG00000239789,MRPL58,MRPS17,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
P36542,Q14197,509,3396,ENSG00000165629,ENSG00000167862,ATP5F1C,MRPL58,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q07021,Q14197,708,3396,ENSG00000108561,ENSG00000167862,C1QBP,MRPL58,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q14197,Q8NI60,3396,56997,ENSG00000167862,ENSG00000163050,MRPL58,COQ8A,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q14197,Q9BZE1,3396,51253,ENSG00000167862,ENSG00000116221,MRPL58,MRPL37,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
P49748,Q14197,37,3396,ENSG00000072778,ENSG00000167862,ACADVL,MRPL58,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q00325-2,Q14197,,3396,,ENSG00000167862,,MRPL58,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q14197,Q9H9J2,3396,65080,ENSG00000167862,ENSG00000135900,MRPL58,MRPL44,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q14197,Q8NC60,3396,84273,ENSG00000167862,ENSG00000084092,MRPL58,NOA1,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
P51398,Q9BYC9,7818,55052,ENSG00000132676,ENSG00000242485,DAP3,MRPL20,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
P09001,Q9BYC9,11222,55052,ENSG00000114686,ENSG00000242485,MRPL3,MRPL20,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
Q14197,Q9BYC9,3396,55052,ENSG00000167862,ENSG00000242485,MRPL58,MRPL20,anti tag coimmunoprecipitation,association,20186120,Richter et al. (2010),0.32
O15357,O60504-1,3636,,ENSG00000165458,,INPPL1,,two hybrid|anti tag coimmunoprecipitation,physical association,16302969,Paternotte et al. (2005),0.41
O15357,O60504,3636,10174,ENSG00000165458,ENSG00000120896,INPPL1,SORBS3,fluorescence microscopy,colocalization,16302969,Paternotte et al. (2005),0.25
Q7Z460,Q96R06,23332,10615,ENSG00000074054,ENSG00000076382,CLASP1,SPAG5,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,association|physical association,20852589,Manning et al. (2010),0.46
O60333,Q7Z460,23095,23332,ENSG00000054523,ENSG00000074054,KIF1B,CLASP1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,association|physical association,20852589,Manning et al. (2010),0.46
Q7Z460,Q86SQ0,23332,90102,ENSG00000074054,ENSG00000144824,CLASP1,PHLDB2,anti tag coimmunoprecipitation,physical association,20852589,Manning et al. (2010),0.37
O60216,Q9NP77,5885,29101,ENSG00000164754,ENSG00000160075,RAD21,SSU72,two hybrid|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|pull down|fluorescence microscopy,physical association|association|direct interaction|colocalization,20818333,Kim et al. (2010),0.57
Q14683,Q9NP77,8243,29101,ENSG00000072501,ENSG00000160075,SMC1A,SSU72,anti bait coimmunoprecipitation,association,20818333,Kim et al. (2010),0.32
Q9NP77,Q9UQE7,29101,9126,ENSG00000160075,ENSG00000108055,SSU72,SMC3,anti bait coimmunoprecipitation,association,20818333,Kim et al. (2010),0.32
Q8N3U4,Q9NP77,10735,29101,ENSG00000101972,ENSG00000160075,STAG2,SSU72,anti bait coimmunoprecipitation|pull down,association|direct interaction,20818333,Kim et al. (2010),0.48
O60216,Q8N3U4,5885,10735,ENSG00000164754,ENSG00000101972,RAD21,STAG2,anti bait coimmunoprecipitation|tandem affinity purification,association,20818333|24981860|17962804|19629043,Kim et al. (2010)|Marcon et al. (2014)|Canudas et al. (2007)|Watrin et al. (2009),0.51
O60216,Q9UQE7,5885,9126,ENSG00000164754,ENSG00000108055,RAD21,SMC3,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,association,20818333,Kim et al. (2010),0.37
O60216,Q14683,5885,8243,ENSG00000164754,ENSG00000072501,RAD21,SMC1A,anti tag coimmunoprecipitation,association,20818333,Kim et al. (2010),0.32
O14641,Q155Q3,1856,85458,ENSG00000004975,ENSG00000150764,DVL2,DIXDC1,anti bait coimmunoprecipitation,physical association|association,20823832,Kikuchi et al. (2010),0.4
P53350,Q155Q3,5347,85458,ENSG00000166851,ENSG00000150764,PLK1,DIXDC1,anti bait coimmunoprecipitation,association,20823832,Kikuchi et al. (2010),0.32
Q99708,Q9UQ84,5932,9156,ENSG00000101773,ENSG00000174371,RBBP8,EXO1,anti bait coimmunoprecipitation,physical association|direct interaction,21052091,Eid et al. (2010),0.44
P49959,Q99708,4361,5932,ENSG00000020922,ENSG00000101773,MRE11,RBBP8,anti bait coimmunoprecipitation,physical association,21052091,Eid et al. (2010),0.37
P16104,Q9UQ84,3014,9156,ENSG00000188486,ENSG00000174371,H2AX,EXO1,fluorescence microscopy,colocalization,21052091,Eid et al. (2010),0.25
P15927,Q9UQ84,6118,9156,ENSG00000117748,ENSG00000174371,RPA2,EXO1,fluorescence microscopy,colocalization,21052091,Eid et al. (2010),0.25
P01275,Q12884,2641,2191,ENSG00000115263,ENSG00000078098,GCG,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P09681,P27487,2695,1803,ENSG00000159224,ENSG00000197635,GIP,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01282,Q12884,7432,2191,ENSG00000146469,ENSG00000078098,VIP,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01286,Q12884,2691,2191,ENSG00000118702,ENSG00000078098,GHRH,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P10082,Q12884,5697,2191,ENSG00000131096,ENSG00000078098,PYY,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P16860,Q12884,4879,2191,ENSG00000120937,ENSG00000078098,NPPB,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01303,Q12884,4852,2191,ENSG00000122585,ENSG00000078098,NPY,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01275,P27487,2641,1803,ENSG00000115263,ENSG00000197635,GCG,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P20366,Q12884,6863,2191,ENSG00000006128,ENSG00000078098,TAC1,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01282,P27487,7432,1803,ENSG00000146469,ENSG00000197635,VIP,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P09681,Q12884,2695,2191,ENSG00000159224,ENSG00000078098,GIP,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01286,P27487,2691,1803,ENSG00000118702,ENSG00000197635,GHRH,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P10082,P27487,5697,1803,ENSG00000131096,ENSG00000197635,PYY,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P18509,P27487,116,1803,ENSG00000141433,ENSG00000197635,ADCYAP1,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P16860,P27487,4879,1803,ENSG00000120937,ENSG00000197635,NPPB,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P01303,P27487,4852,1803,ENSG00000122585,ENSG00000197635,NPY,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P20366,P27487,6863,1803,ENSG00000006128,ENSG00000197635,TAC1,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P13501,P27487,6352,1803,ENSG00000271503,ENSG00000197635,CCL5,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P27487,P51671,1803,6356,ENSG00000197635,ENSG00000172156,DPP4,CCL11,protease assay|enzymatic study,cleavage reaction|direct interaction,21314817|18275857,Keane et al. (2011)|Ajami et al. (2008),0.52
O00626,P27487,6367,1803,ENSG00000102962,ENSG00000197635,CCL22,DPP4,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P19875,P27487,2920,1803,ENSG00000081041,ENSG00000197635,CXCL2,DPP4,protease assay|enzymatic study,cleavage reaction|direct interaction,21314817|18275857,Keane et al. (2011)|Ajami et al. (2008),0.52
P27487,P48061,1803,6387,ENSG00000197635,ENSG00000107562,DPP4,CXCL12,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
P27487,Q07325,1803,4283,ENSG00000197635,ENSG00000138755,DPP4,CXCL9,protease assay|enzymatic study,cleavage reaction|direct interaction,21314817|18275857,Keane et al. (2011)|Ajami et al. (2008),0.52
P02778,P27487,3627,1803,ENSG00000169245,ENSG00000197635,CXCL10,DPP4,protease assay|enzymatic study,cleavage reaction|direct interaction,21314817|18275857,Keane et al. (2011)|Ajami et al. (2008),0.52
O14625,P27487,6373,1803,ENSG00000169248,ENSG00000197635,CXCL11,DPP4,protease assay|enzymatic study,cleavage reaction|direct interaction,21314817|18275857,Keane et al. (2011)|Ajami et al. (2008),0.52
P18509,Q12884,116,2191,ENSG00000141433,ENSG00000078098,ADCYAP1,FAP,protease assay,cleavage reaction,21314817,Keane et al. (2011),0.25
Q96JM3,Q9UI95,283489,10459,ENSG00000198824,ENSG00000116670,CHAMP1,MAD2L2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation|far western blotting,physical association|direct interaction,21063390,Itoh et al. (2011),0.53
O14656,Q9BT78,1861,51138,ENSG00000136827,ENSG00000138663,TOR1A,COPS4,fluorescence microscopy,colocalization,21102408,Granata et al. (2011),0.25
P21579,Q9BT78,6857,51138,ENSG00000067715,ENSG00000138663,SYT1,COPS4,fluorescence microscopy,colocalization,21102408,Granata et al. (2011),0.25
Q13616,Q15843,8454,4738,ENSG00000055130,ENSG00000129559,CUL1,NEDD8,anti bait coimmunoprecipitation|tandem affinity purification,association|physical association,21102408|17318178|18274552|19713960,Granata et al. (2011)|Schweitzer et al. (2007)|Xirodimas et al. (2008)|Sundqvist et al. (2009),0.6
Q15843,Q8WXE9,4738,85439,ENSG00000129559,ENSG00000140022,NEDD8,STON2,anti bait coimmunoprecipitation,association|physical association,21102408,Granata et al. (2011),0.4
P27361,Q16539,5595,1432,ENSG00000102882,ENSG00000112062,MAPK3,MAPK14,pull down|anti bait coimmunoprecipitation,physical association|direct interaction,11238443,Zhang et al. (2001),0.5
Q06330,Q96K30,3516,84934,ENSG00000168214,ENSG00000139405,RBPJ,,two hybrid|pull down|anti tag coimmunoprecipitation|fluorescence microscopy|tandem affinity purification,physical association|direct interaction|colocalization|association,21102556|25609649,Wacker et al. (2011)|Li et al. (2015),0.63
Q06330,Q96T58,3516,23013,ENSG00000168214,ENSG00000065526,RBPJ,SPEN,pull down|tandem affinity purification,direct interaction|association,21102556|25609649,Wacker et al. (2011)|Li et al. (2015),0.54
O95613,Q96K30,5116,84934,ENSG00000160299,ENSG00000139405,PCNT,,fluorescence microscopy,colocalization,21102556,Wacker et al. (2011),0.25
P51955,Q96K30,4751,84934,ENSG00000117650,ENSG00000139405,NEK2,,fluorescence microscopy,colocalization,21102556,Wacker et al. (2011),0.25
Q07820,Q14457,4170,8678,ENSG00000143384,ENSG00000126581,MCL1,BECN1,anti bait coimmunoprecipitation,physical association,21139567,Germain et al. (2011),0.37
P10415,Q14457,596,8678,ENSG00000171791,ENSG00000126581,BCL2,BECN1,cosedimentation through density gradient|anti tag coimmunoprecipitation|anti bait coimmunoprecipitation|two hybrid|pull down,colocalization|physical association|association,21139567|21358617|19959994|17446862|19180116,Germain et al. (2011)|Strappazzon et al. (2011)|Criollo et al. (2010)|Maiuri et al. (2007)|Zalckvar et al. (2009),0.71
P10415,P27797,596,811,ENSG00000171791,ENSG00000179218,BCL2,CALR,cosedimentation through density gradient,colocalization,21139567,Germain et al. (2011),0.32
P10415,P38646,596,3313,ENSG00000171791,ENSG00000113013,BCL2,HSPA9,cosedimentation through density gradient,colocalization,21139567,Germain et al. (2011),0.32
P10415,Q07820,596,4170,ENSG00000171791,ENSG00000143384,BCL2,MCL1,cosedimentation through density gradient,colocalization,21139567,Germain et al. (2011),0.32
P17405,Q14790,6609,841,ENSG00000166311,ENSG00000064012,SMPD1,CASP8,fluorescence microscopy|anti tag coimmunoprecipitation,colocalization|association,21157428,Edelmann et al. (2011),0.39
P19438,Q14790,7132,841,ENSG00000067182,ENSG00000064012,TNFRSF1A,CASP8,fluorescence microscopy,colocalization,21157428,Edelmann et al. (2011),0.25
P17405,P55210,6609,840,ENSG00000166311,ENSG00000165806,SMPD1,CASP7,fluorescence microscopy|anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,colocalization|association|physical association,21157428,Edelmann et al. (2011),0.49
P19438,P55210,7132,840,ENSG00000067182,ENSG00000165806,TNFRSF1A,CASP7,fluorescence microscopy,colocalization,21157428,Edelmann et al. (2011),0.25
P17405,P19438,6609,7132,ENSG00000166311,ENSG00000067182,SMPD1,TNFRSF1A,fluorescence microscopy,colocalization,21157428,Edelmann et al. (2011),0.25
Q13426,Q9H9Q4,7518,79840,ENSG00000152422,ENSG00000187736,XRCC4,NHEJ1,anti tag coimmunoprecipitation,association,21349273|18064046,Yano et al. (2011)|Yano et al. (2008),0.38
P13010,Q9H9Q4,7520,79840,ENSG00000079246,ENSG00000187736,XRCC5,NHEJ1,anti tag coimmunoprecipitation,association,21349273|18064046,Yano et al. (2011)|Yano et al. (2008),0.38
P13498,Q8NFA2,1535,124056,ENSG00000051523,ENSG00000196408,CYBA,NOXO1,pull down,direct interaction,17126813|16460309,Yamamoto et al. (2007)|Nobuhisa et al. (2006),0.46
Q86UR1,Q8NFA2,10811,124056,ENSG00000188747,ENSG00000196408,NOXA1,NOXO1,pull down,direct interaction,17126813,Yamamoto et al. (2007),0.4
Q8WX93,Q9NZQ3,23022,51517,ENSG00000129116,ENSG00000213672,PALLD,NCKIPSD,pull down,physical association,17537434,Rönty et al. (2007),0.37
P12931,Q8WX93,6714,23022,ENSG00000197122,ENSG00000129116,SRC,PALLD,pull down,physical association,17537434,Rönty et al. (2007),0.37
P12931,Q7Z7K6,6714,201161,ENSG00000197122,ENSG00000166582,SRC,CENPV,pull down,physical association,19930468,Honda et al. (2009),0.37
P07948,Q7Z7K6,4067,201161,ENSG00000254087,ENSG00000166582,LYN,CENPV,pull down,physical association,19930468,Honda et al. (2009),0.37
P06241,Q7Z7K6,2534,201161,ENSG00000010810,ENSG00000166582,FYN,CENPV,pull down,physical association,19930468,Honda et al. (2009),0.37
O43521,P10644,10018,5573,ENSG00000153094,ENSG00000108946,BCL2L11,PRKAR1A,anti bait coimmunoprecipitation,physical association,21151042,Moujalled et al. (2011),0.37
O43521,P17612,10018,5566,ENSG00000153094,ENSG00000072062,BCL2L11,PRKACA,anti bait coimmunoprecipitation,physical association,21151042,Moujalled et al. (2011),0.37
P10275,P19447,367,2071,ENSG00000169083,ENSG00000163161,AR,ERCC3,anti bait coimmunoprecipitation,physical association,21157430,Chymkowitch et al. (2011),0.37
O95999,Q9BXL7,8915,84433,ENSG00000142867,ENSG00000198286,BCL10,CARD11,anti bait coimmunoprecipitation,association,21157432|19444310|17948050,Eitelhuber et al. (2011)|Welteke et al. (2009)|Oeckinghaus et al. (2007),0.42
O95999,Q9UDY8,8915,10892,ENSG00000142867,ENSG00000172175,BCL10,MALT1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,association,21157432|19444310|17948050,Eitelhuber et al. (2011)|Welteke et al. (2009)|Oeckinghaus et al. (2007),0.48
Q14790,Q9Y3D6,841,51024,ENSG00000064012,ENSG00000214253,CASP8,FIS1,anti bait coimmunoprecipitation,physical association|association,21183955,Iwasawa et al. (2011),0.4
P51572,Q14790,10134,841,ENSG00000185825,ENSG00000064012,BCAP31,CASP8,anti bait coimmunoprecipitation,physical association,21183955,Iwasawa et al. (2011),0.37
P51572,Q9Y3D6,10134,51024,ENSG00000185825,ENSG00000214253,BCAP31,FIS1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|confocal microscopy,physical association|association|colocalization,21183955,Iwasawa et al. (2011),0.49
P78362,Q96SB4,6733,6732,ENSG00000135250,ENSG00000096063,SRPK2,SRPK1,cosedimentation through density gradient,colocalization,21157427,Edmond et al. (2011),0.32
Q01130,Q96SB4,6427,6732,ENSG00000161547,ENSG00000096063,SRSF2,SRPK1,cosedimentation through density gradient,colocalization,21157427,Edmond et al. (2011),0.32
Q01130,Q92993,6427,10524,ENSG00000161547,ENSG00000172977,SRSF2,KAT5,enzymatic study|anti tag coimmunoprecipitation,acetylation reaction|physical association,21157427,Edmond et al. (2011),0.43
Q01130,Q9UBN7,6427,10013,ENSG00000161547,ENSG00000094631,SRSF2,HDAC6,anti tag coimmunoprecipitation,physical association,21157427,Edmond et al. (2011),0.37
P63165,Q92844,7341,10010,ENSG00000116030,ENSG00000136560,SUMO1,TANK,pull down,association,21212807,Renner et al. (2011),0.32
P63165,Q14164,7341,9641,ENSG00000116030,ENSG00000263528,SUMO1,IKBKE,pull down,association,21212807,Renner et al. (2011),0.32
P63165,Q9UHD2,7341,29110,ENSG00000116030,ENSG00000183735,SUMO1,TBK1,pull down,association,21212807,Renner et al. (2011),0.32
P63165,P63279,7341,7329,ENSG00000116030,ENSG00000103275,SUMO1,UBE2I,pull down|x-ray crystallography|isothermal titration calorimetry|molecular sieving,association|direct interaction,21212807|17491593,Renner et al. (2011)|Knipscheer et al. (2007),0.59
P63165,Q9Y6K9,7341,8517,ENSG00000116030,ENSG00000269335,SUMO1,IKBKG,pull down|anti bait coimmunoprecipitation,association|physical association,21212807|21811235,Renner et al. (2011)|Niu et al. (2011),0.52
P61956,Q92844,6613,10010,ENSG00000188612,ENSG00000136560,SUMO2,TANK,pull down,association|physical association,21212807,Renner et al. (2011),0.4
Q14164,Q92844,9641,10010,ENSG00000263528,ENSG00000136560,IKBKE,TANK,cross-linking study|anti tag coimmunoprecipitation,covalent binding|physical association,21212807|17568778,Renner et al. (2011)|Ryzhakov et al. (2007),0.49
P25054,Q9ULH1,324,50807,ENSG00000134982,ENSG00000153317,APC,ASAP1,nuclear magnetic resonance,direct interaction,20509626,Kaieda et al. (2010),0.4
P08631,Q8WUM4,3055,10015,ENSG00000101336,ENSG00000170248,HCK,PDCD6IP,isothermal titration calorimetry|two hybrid|pull down|nuclear magnetic resonance,direct interaction|physical association,20670214|22641034,Shi et al. (2010)|Shi et al. (2012),0.6
O15259,P98161,4867,5310,ENSG00000144061,ENSG00000008710,NPHP1,PKD1,nuclear magnetic resonance|isothermal titration calorimetry,direct interaction,20856870,Wodarczyk et al. (2010),0.46
O94829,P63279,9670,7329,ENSG00000117408,ENSG00000103275,IPO13,UBE2I,x-ray crystallography|pull down|thermal shift binding,direct interaction|physical association,21139563|23435562,Grünwald et al. (2011)|Grünwald et al. (2013),0.59
O94829,P61326,9670,4116,ENSG00000117408,ENSG00000162385,IPO13,MAGOH,pull down|thermal shift binding,direct interaction|physical association,21139563|23435562,Grünwald et al. (2011)|Grünwald et al. (2013),0.56
O94829,P62826,9670,5901,ENSG00000117408,ENSG00000132341,IPO13,RAN,pull down|competition binding|thermal shift binding,direct interaction|physical association,21139563|23435562,Grünwald et al. (2011)|Grünwald et al. (2013),0.59
O94829,P47813,9670,1964,ENSG00000117408,ENSG00000173674,IPO13,EIF1AX,competition binding|x-ray crystallography|molecular sieving|pull down|thermal shift binding,physical association|direct interaction,21139563|23435562,Grünwald et al. (2011)|Grünwald et al. (2013),0.62
P06400,Q8WTS6,5925,80854,ENSG00000139687,ENSG00000145391,RB1,SETD7,methyltransferase assay,methylation reaction,21119616,Carr et al. (2011),0.25
P35222,Q13308,1499,5754,ENSG00000168036,ENSG00000112655,CTNNB1,PTK7,two hybrid|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,21132015,Puppo et al. (2011),0.44
P54132,Q9BX63,641,83990,ENSG00000197299,ENSG00000136492,BLM,BRIP1,anti bait coimmunoprecipitation|fluorescence microscopy|enzyme linked immunosorbent assay|anti tag coimmunoprecipitation,association|physical association|direct interaction|colocalization,21240188,Suhasini et al. (2011),0.56
O15360,Q13472,2175,7156,ENSG00000187741,ENSG00000177302,FANCA,TOP3A,anti bait coimmunoprecipitation,physical association,21240188,Suhasini et al. (2011),0.37
P27694,P38398,6117,672,ENSG00000132383,ENSG00000012048,RPA1,BRCA1,anti bait coimmunoprecipitation,association,21240188,Suhasini et al. (2011),0.32
P38398,P40692,672,4292,ENSG00000012048,ENSG00000076242,BRCA1,MLH1,anti bait coimmunoprecipitation,association,21240188,Suhasini et al. (2011),0.32
Q07157,Q9Y5S2,7082,9578,ENSG00000104067,ENSG00000198752,TJP1,CDC42BPB,fluorescence microscopy|anti bait coimmunoprecipitation,colocalization|physical association,21240187,Huo et al. (2011),0.42
Q14203,Q8TCX1,1639,51626,ENSG00000204843,ENSG00000138036,DCTN1,DYNC2LI1,pull down|cosedimentation through density gradient,association|colocalization,21252941,Gamerdinger et al. (2011),0.42
P00441,Q8TCX1,6647,51626,ENSG00000142168,ENSG00000138036,SOD1,DYNC2LI1,pull down,association|physical association,21252941,Gamerdinger et al. (2011),0.4
O95817,Q8TCX1,9531,51626,ENSG00000151929,ENSG00000138036,BAG3,DYNC2LI1,pull down|cosedimentation through density gradient,association|colocalization,21252941,Gamerdinger et al. (2011),0.42
P00441,Q13561,6647,10540,ENSG00000142168,ENSG00000175203,SOD1,DCTN2,fluorescence microscopy,colocalization,21252941,Gamerdinger et al. (2011),0.25
O95817,P00441,9531,6647,ENSG00000151929,ENSG00000142168,BAG3,SOD1,fluorescence microscopy|cosedimentation through density gradient,colocalization,21252941,Gamerdinger et al. (2011),0.34
P00441,Q13501,6647,8878,ENSG00000142168,ENSG00000161011,SOD1,SQSTM1,fluorescence microscopy,colocalization,21252941,Gamerdinger et al. (2011),0.25
P00441,Q14596,6647,4077,ENSG00000142168,ENSG00000188554,SOD1,NBR1,fluorescence microscopy,colocalization,21252941,Gamerdinger et al. (2011),0.25
P00441,P13473,6647,3920,ENSG00000142168,ENSG00000005893,SOD1,LAMP2,fluorescence microscopy,colocalization,21252941,Gamerdinger et al. (2011),0.25
O95817,P08107,9531,,ENSG00000151929,,BAG3,,fluorescence microscopy|anti bait coimmunoprecipitation,colocalization|association,21252941|19229298,Gamerdinger et al. (2011)|Gamerdinger et al. (2009),0.45
O95817,Q14203,9531,1639,ENSG00000151929,ENSG00000204843,BAG3,DCTN1,cosedimentation through density gradient,colocalization,21252941,Gamerdinger et al. (2011),0.32
O95817,Q8TCX1-2,9531,,ENSG00000151929,,BAG3,,pull down,physical association,21252941,Gamerdinger et al. (2011),0.37
P04792,P11413,3315,2539,ENSG00000106211,ENSG00000160211,HSPB1,G6PD,anti bait coimmunoprecipitation,physical association,21157431,Cosentino et al. (2011),0.37
P35579,Q7Z3C6,4627,79065,ENSG00000100345,ENSG00000198925,MYH9,ATG9A,anti tag coimmunoprecipitation,physical association,21169990,Tang et al. (2011),0.37
Q08379,Q7Z3C6,2801,79065,ENSG00000167110,ENSG00000198925,GOLGA2,ATG9A,fluorescence microscopy,colocalization,21169990,Tang et al. (2011),0.25
O43493,Q7Z3C6,10618,79065,ENSG00000152291,ENSG00000198925,TGOLN2,ATG9A,fluorescence microscopy,colocalization,21169990,Tang et al. (2011),0.25
P51149,Q7Z3C6,7879,79065,ENSG00000075785,ENSG00000198925,RAB7A,ATG9A,fluorescence microscopy,colocalization,21169990,Tang et al. (2011),0.25
P17542,Q01196,6886,861,ENSG00000162367,ENSG00000159216,TAL1,RUNX1,anti bait coimmunoprecipitation,association|physical association,21179004,Palii et al. (2011),0.4
P15923,P17542,6929,6886,ENSG00000071564,ENSG00000162367,TCF3,TAL1,anti bait coimmunoprecipitation,association,21179004,Palii et al. (2011),0.32
P17542,Q99081,6886,6938,ENSG00000162367,ENSG00000140262,TAL1,TCF12,anti bait coimmunoprecipitation,association,21179004,Palii et al. (2011),0.32
P14921,P17542,2113,6886,ENSG00000134954,ENSG00000162367,ETS1,TAL1,anti bait coimmunoprecipitation,association|physical association,21179004,Palii et al. (2011),0.4
P17542,P23771,6886,2625,ENSG00000162367,ENSG00000107485,TAL1,GATA3,anti bait coimmunoprecipitation,association,21179004,Palii et al. (2011),0.32
Q13111,Q9NVP2,10036,55723,ENSG00000167670,ENSG00000105011,CHAF1A,ASF1B,fluorescence microscopy|anti tag coimmunoprecipitation,colocalization|association,21179005|19498464,Corpet et al. (2011)|Loyola et al. (2009),0.45
Q8NCN4,Q96JM3,254225,283489,ENSG00000166439,ENSG00000198824,RNF169,CHAMP1,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q96CB8,254225,57117,ENSG00000166439,ENSG00000138785,RNF169,INTS12,pull down,association,21252943,Bruderer et al. (2011),0.32
Q5VYK3,Q8NCN4,,254225,,ENSG00000166439,,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
O75152,Q8NCN4,9877,254225,ENSG00000058673,ENSG00000166439,ZC3H11A,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q14739,Q8NCN4,3930,254225,ENSG00000143815,ENSG00000166439,LBR,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q02809,Q8NCN4,5351,254225,ENSG00000083444,ENSG00000166439,PLOD1,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
O94906,Q8NCN4,24148,254225,ENSG00000101161,ENSG00000166439,PRPF6,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q1KMD3,Q8NCN4,221092,254225,ENSG00000214753,ENSG00000166439,,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q8WXI9,254225,57459,ENSG00000166439,ENSG00000143614,RNF169,GATAD2B,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8IYW5,Q8NCN4,165918,254225,ENSG00000163961,ENSG00000166439,RNF168,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q5T5X7,Q8NCN4,57673,254225,ENSG00000178409,ENSG00000166439,BEND3,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q96ST3,254225,25942,ENSG00000166439,ENSG00000169375,RNF169,SIN3A,pull down,association,21252943,Bruderer et al. (2011),0.32
Q15269,Q8NCN4,5822,254225,ENSG00000241945,ENSG00000166439,PWP2,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q86T24,Q8NCN4,10009,254225,ENSG00000177485,ENSG00000166439,ZBTB33,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
P78317,Q8NCN4,6047,254225,ENSG00000063978,ENSG00000166439,RNF4,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q9UBT2,254225,10054,ENSG00000166439,ENSG00000126261,RNF169,UBA2,pull down,association,21252943,Bruderer et al. (2011),0.32
O43143,Q8NCN4,1665,254225,ENSG00000109606,ENSG00000166439,DHX15,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q9NWK9,254225,54680,ENSG00000166439,ENSG00000117174,RNF169,,pull down,association,21252943,Bruderer et al. (2011),0.32
Q2NL82,Q8NCN4,55720,254225,ENSG00000167721,ENSG00000166439,TSR1,RNF169,pull down,association,21252943,Bruderer et al. (2011),0.32
Q8NCN4,Q9H1B7,254225,64207,ENSG00000166439,ENSG00000119669,RNF169,IRF2BPL,pull down,association,21252943,Bruderer et al. (2011),0.32
