uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,author,reliabilityScore
P17181,P52630,3454,6773,ENSG00000142166,ENSG00000170581,IFNAR1,STAT2,affinity chromatography technology|gst pull down,physical association,8605876|12220192,Yan et al. (1996)|Saleh et al. (2002),0.43
P51668,P25963,7321,4792,ENSG00000072401,ENSG00000100906,UBE2D1,NFKBIA,ubiquitination reaction,ubiquitination reaction,10437795,Vuillard et al. (1999),0.13
Q9UBT2,Q9UBE0,10054,10055,ENSG00000126261,ENSG00000142230,UBA2,SAE1,gst pull down|enzymatic study,physical association|other modification|sumoylation reaction,10187858|21120624,Desterro et al. (1999)|Kim et al. (2011),0.45
P63165,Q9UBT2,7341,10054,ENSG00000116030,ENSG00000126261,SUMO1,UBA2,enzymatic study,other modification,10187858,Desterro et al. (1999),0.25
Q9UBT2,Q969T4,10054,10477,ENSG00000126261,ENSG00000170035,UBA2,UBE2E3,enzymatic study,other modification,10187858,Desterro et al. (1999),0.25
P25963,Q9UBT2,4792,10054,ENSG00000100906,ENSG00000126261,NFKBIA,UBA2,sumoylation reaction,other modification,10187858,Desterro et al. (1999),0.13
P25963,Q9UBE0,4792,10055,ENSG00000100906,ENSG00000142230,NFKBIA,SAE1,sumoylation reaction,other modification,10187858,Desterro et al. (1999),0.13
P25963,Q969T4,4792,10477,ENSG00000100906,ENSG00000170035,NFKBIA,UBE2E3,sumoylation reaction,other modification,10187858,Desterro et al. (1999),0.13
P25963,P63165,4792,7341,ENSG00000100906,ENSG00000116030,NFKBIA,SUMO1,sumoylation reaction,other modification,10187858,Desterro et al. (1999),0.13
P14784,O14543,3560,9021,ENSG00000100385,ENSG00000184557,IL2RB,SOCS3,gst pull down,physical association,10373548,Cohney et al. (1999),0.25
P49913,Q9Y337,820,25818,ENSG00000164047,ENSG00000167754,CAMP,KLK5,mass spectrometry studies of complexes,cleavage reaction,17012259,Yamasaki et al. (2006),0.25
P49913,P49862,820,5650,ENSG00000164047,ENSG00000169035,CAMP,KLK7,mass spectrometry studies of complexes,cleavage reaction,17012259,Yamasaki et al. (2006),0.25
P49913,P24158,820,5657,ENSG00000164047,ENSG00000196415,CAMP,PRTN3,protease assay,cleavage reaction,11389039,Sørensen et al. (2001),0.25
P49913,P08246,820,1991,ENSG00000164047,ENSG00000197561,CAMP,ELANE,protease assay,cleavage reaction,11389039,Sørensen et al. (2001),0.25
P08311,P49913,1511,820,ENSG00000100448,ENSG00000164047,CTSG,CAMP,protease assay,cleavage reaction,11389039,Sørensen et al. (2001),0.25
P20142,P49913,5225,820,ENSG00000096088,ENSG00000164047,PGC,CAMP,protease assay,cleavage reaction,12759353,Sørensen et al. (2006),0.25
Q13651,P22301,3587,3586,ENSG00000110324,ENSG00000136634,IL10RA,IL10,filter binding|x-ray crystallography|isothermal titration calorimetry,physical association,9568901|11717514|10788470,Reineke et al. (1998)|Josephson et al. (2001)|Josephson et al. (2000),0.56
P21580,Q9UHD2,7128,29110,ENSG00000118503,ENSG00000183735,TNFAIP3,TBK1,anti tag coimmunoprecipitation,physical association,15661910,Saitoh et al. (2005),0.37
Q13568,Q9UHD2,3663,29110,ENSG00000128604,ENSG00000183735,IRF5,TBK1,protein kinase assay,phosphorylation reaction,15695821,Schoenemeyer et al. (2005),0.25
P42224,P17706,6772,5771,ENSG00000115415,ENSG00000175354,STAT1,PTPN2,dephosphorylation reaction|anti tag coimmunoprecipitation,dephosphorylation reaction|physical association,12923054|12171910,Meyer et al. (2003)|Zhu et al. (2002),0.44
Q05513,P67870,5590,1460,ENSG00000067606,ENSG00000204435,PRKCZ,CSNK2B,anti tag coimmunoprecipitation|in-gel kinase assay,physical association|phosphorylation reaction,10764587,Bren et al. (2000),0.43
Q05513,P68400,5590,1457,ENSG00000067606,ENSG00000101266,PRKCZ,CSNK2A1,in-gel kinase assay|anti tag coimmunoprecipitation,phosphorylation reaction|physical association,10764587,Bren et al. (2000),0.43
P63279,Q9UBT2,7329,10054,ENSG00000103275,ENSG00000126261,UBE2I,UBA2,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
P63279,Q9UBE0,7329,10055,ENSG00000103275,ENSG00000142230,UBE2I,SAE1,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
P63279,P42224,7329,6772,ENSG00000103275,ENSG00000115415,UBE2I,STAT1,sumoylation reaction,sumoylation,12764129,Rogers et al. (2003),0.13
P63279,P63165,7329,7341,ENSG00000103275,ENSG00000116030,UBE2I,SUMO1,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
O75928,P63279,9063,7329,ENSG00000078043,ENSG00000103275,PIAS2,UBE2I,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
O75928,Q9UBT2,9063,10054,ENSG00000078043,ENSG00000126261,PIAS2,UBA2,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
O75928,Q9UBE0,9063,10055,ENSG00000078043,ENSG00000142230,PIAS2,SAE1,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
O75928,P42224,9063,6772,ENSG00000078043,ENSG00000115415,PIAS2,STAT1,sumoylation reaction,sumoylation,12764129,Rogers et al. (2003),0.13
O75928,P63165,9063,7341,ENSG00000078043,ENSG00000116030,PIAS2,SUMO1,sumoylation reaction,sumoylation|physical association,12764129,Rogers et al. (2003),0.26
O75925,P63279,8554,7329,ENSG00000033800,ENSG00000103275,PIAS1,UBE2I,sumoylation reaction,physical association,12764129,Rogers et al. (2003),0.25
P63279,P10275,7329,367,ENSG00000103275,ENSG00000169083,UBE2I,AR,sumoylation reaction,physical association,12764129,Rogers et al. (2003),0.25
O75928,P10275,9063,367,ENSG00000078043,ENSG00000169083,PIAS2,AR,sumoylation reaction,physical association,12764129,Rogers et al. (2003),0.25
P25963,P67870,4792,1460,ENSG00000100906,ENSG00000204435,NFKBIA,CSNK2B,in-gel kinase assay,phosphorylation reaction,10764587,Bren et al. (2000),0.25
Q05513,P25963,5590,4792,ENSG00000067606,ENSG00000100906,PRKCZ,NFKBIA,in-gel kinase assay|anti tag coimmunoprecipitation,phosphorylation reaction|physical association,10764587|12893839,Bren et al. (2000)|Banan et al. (2003),0.49
P14902,Q96I34,3620,84988,ENSG00000131203,ENSG00000160972,IDO1,PPP1R16A,two hybrid,physical association,16169070,Stelzl et al. (2005),0.34
Q9GZR7,P14902,57062,3620,ENSG00000089737,ENSG00000131203,DDX24,IDO1,two hybrid,physical association,16169070,Stelzl et al. (2005),0.34
Q96EY1,Q15653,9093,4793,ENSG00000103423,ENSG00000104825,DNAJA3,NFKBIB,anti tag coimmunoprecipitation,physical association,15601829,Cheng et al. (2005),0.37
P25963,Q96EY1,4792,9093,ENSG00000100906,ENSG00000103423,NFKBIA,DNAJA3,anti tag coimmunoprecipitation,physical association,15601829,Cheng et al. (2005),0.37
Q96EY1,Q04206,9093,5970,ENSG00000103423,ENSG00000173039,DNAJA3,RELA,gst pull down,physical association,15601829,Cheng et al. (2005),0.25
Q96EY1,O15111,9093,1147,ENSG00000103423,ENSG00000213341,DNAJA3,CHUK,gst pull down,physical association,15601829,Cheng et al. (2005),0.25
Q96EY1,O14920,9093,3551,ENSG00000103423,ENSG00000104365,DNAJA3,IKBKB,gst pull down,physical association,15601829,Cheng et al. (2005),0.25
P52333,P09327,3718,7429,ENSG00000105639,ENSG00000127831,JAK3,VIL1,anti tag coimmunoprecipitation|in-gel kinase assay,physical association|phosphorylation reaction,17537734,Kumar et al. (2007),0.43
P09327,P12931,7429,6714,ENSG00000127831,ENSG00000197122,VIL1,SRC,in-gel kinase assay,phosphorylation reaction,17537734,Kumar et al. (2007),0.25
P24394,P52333,3566,3718,ENSG00000077238,ENSG00000105639,IL4R,JAK3,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
O14920,O00141,3551,6446,ENSG00000104365,ENSG00000118515,IKBKB,SGK1,anti tag coimmunoprecipitation|in-gel kinase assay,physical association|phosphorylation reaction,15695387,Zhang et al. (2005),0.43
P24394,P25942,3566,958,ENSG00000077238,ENSG00000101017,IL4R,CD40,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
P78552,P31785,3597,3561,ENSG00000131724,ENSG00000147168,IL13RA1,IL2RG,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
P52333,P31785,3718,3561,ENSG00000105639,ENSG00000147168,JAK3,IL2RG,anti tag coimmunoprecipitation|in-gel kinase assay,physical association|phosphorylation reaction,7973657|10629052,Boussiotis et al. (1994)|Chen et al. (2000),0.49
P14784,P52333,3560,3718,ENSG00000100385,ENSG00000105639,IL2RB,JAK3,anti tag coimmunoprecipitation,physical association,7973657,Boussiotis et al. (1994),0.37
P52333,P23458,3718,3716,ENSG00000105639,ENSG00000162434,JAK3,JAK1,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
O60674,P52333,3717,3718,ENSG00000096968,ENSG00000105639,JAK2,JAK3,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
P29597,P52333,7297,3718,ENSG00000105397,ENSG00000105639,TYK2,JAK3,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
P52333,P40763,3718,6774,ENSG00000105639,ENSG00000168610,JAK3,STAT3,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
P52333,P42226,3718,6778,ENSG00000105639,ENSG00000166888,JAK3,STAT6,anti tag coimmunoprecipitation,physical association,12207328,Doucet et al. (2002),0.37
Q13330,Q92769,9112,3066,ENSG00000182979,ENSG00000196591,MTA1,HDAC2,anti tag coimmunoprecipitation,physical association,12431981,Yan et al. (2003),0.37
Q12873,Q13330,1107,9112,ENSG00000170004,ENSG00000182979,CHD3,MTA1,anti tag coimmunoprecipitation,physical association,12431981,Yan et al. (2003),0.37
P78368,Q13330,1455,9112,ENSG00000133275,ENSG00000182979,CSNK1G2,MTA1,two hybrid|gst pull down|anti tag coimmunoprecipitation|protein kinase assay,physical association|phosphorylation reaction,15077195,Mishra et al. (2004),0.45
Q13352,Q13330,23421,9112,ENSG00000142856,ENSG00000182979,ITGB3BP,MTA1,two hybrid|gst pull down|anti tag coimmunoprecipitation,physical association,15254226,Talukder et al. (2004),0.41
O95983,Q9UBB5,53615,8932,ENSG00000071655,ENSG00000134046,MBD3,MBD2,gst pull down,physical association,15701600,Jin et al. (2005),0.25
Q9C0K0,Q12873,64919,1107,ENSG00000127152,ENSG00000170004,BCL11B,CHD3,anti tag coimmunoprecipitation,physical association,16091750,Cismasiu et al. (2005),0.37
Q9C0K0,O94776,64919,9219,ENSG00000127152,ENSG00000149480,BCL11B,MTA2,anti tag coimmunoprecipitation|gst pull down,physical association,16091750,Cismasiu et al. (2005),0.37
Q9C0K0,Q13330,64919,9112,ENSG00000127152,ENSG00000182979,BCL11B,MTA1,anti tag coimmunoprecipitation|gst pull down,physical association,16091750,Cismasiu et al. (2005),0.37
Q9C0K0,Q92769,64919,3066,ENSG00000127152,ENSG00000196591,BCL11B,HDAC2,anti tag coimmunoprecipitation,physical association,16091750,Cismasiu et al. (2005),0.37
Q13547,Q9C0K0,3065,64919,ENSG00000116478,ENSG00000127152,HDAC1,BCL11B,anti tag coimmunoprecipitation,physical association,16091750,Cismasiu et al. (2005),0.37
O95983,Q9C0K0,53615,64919,ENSG00000071655,ENSG00000127152,MBD3,BCL11B,anti tag coimmunoprecipitation,physical association,16091750,Cismasiu et al. (2005),0.37
Q04917,Q04206,7533,5970,ENSG00000128245,ENSG00000173039,YWHAH,RELA,gst pull down,physical association,16931600,Aguilera et al. (2006),0.25
P25963,Q04917,4792,7533,ENSG00000100906,ENSG00000128245,NFKBIA,YWHAH,gst pull down,physical association,16931600,Aguilera et al. (2006),0.25
P23458,P35568,3716,3667,ENSG00000162434,ENSG00000169047,JAK1,IRS1,anti tag coimmunoprecipitation,physical association,9233603,Sharfe et al. (1997),0.37
P52333,P35568,3718,3667,ENSG00000105639,ENSG00000169047,JAK3,IRS1,anti tag coimmunoprecipitation,physical association,9233603,Sharfe et al. (1997),0.37
P23458,Q9Y4H2,3716,8660,ENSG00000162434,ENSG00000185950,JAK1,IRS2,anti tag coimmunoprecipitation,physical association,9233603,Sharfe et al. (1997),0.37
P14778,Q6IA17,3554,59307,ENSG00000115594,ENSG00000185187,IL1R1,SIGIRR,anti tag coimmunoprecipitation,physical association,15866876,Qin et al. (2005),0.37
P42224,P01100,6772,2353,ENSG00000115415,ENSG00000170345,STAT1,FOS,anti tag coimmunoprecipitation,physical association,12788789,Xu et al. (2003),0.37
P25963,Q13547,4792,3065,ENSG00000100906,ENSG00000116478,NFKBIA,HDAC1,anti tag coimmunoprecipitation,physical association,15536134,Aguilera et al. (2004),0.37
P25963,Q9UQL6,4792,10014,ENSG00000100906,ENSG00000108840,NFKBIA,HDAC5,anti tag coimmunoprecipitation,physical association,15536134,Aguilera et al. (2004),0.37
P25963,O75376,4792,9611,ENSG00000100906,ENSG00000141027,NFKBIA,NCOR1,anti tag coimmunoprecipitation,physical association,15536134,Aguilera et al. (2004),0.37
P56524,P25963,9759,4792,ENSG00000068024,ENSG00000100906,HDAC4,NFKBIA,anti tag coimmunoprecipitation,physical association,15536134,Aguilera et al. (2004),0.37
P25963,Q92769,4792,3066,ENSG00000100906,ENSG00000196591,NFKBIA,HDAC2,anti tag coimmunoprecipitation,physical association,15536134,Aguilera et al. (2004),0.37
P42224,Q13315,6772,472,ENSG00000115415,ENSG00000149311,STAT1,ATM,anti tag coimmunoprecipitation,physical association,17992189,Youlyouz-Marfak et al. (2008),0.37
P00519,P04637,25,7157,ENSG00000097007,ENSG00000141510,ABL1,TP53,anti tag coimmunoprecipitation,physical association,17992189,Youlyouz-Marfak et al. (2008),0.37
P29597,P25105,7297,5724,ENSG00000105397,ENSG00000169403,TYK2,PTAFR,anti tag coimmunoprecipitation,physical association,14500680|11309383,Lukashova et al. (2003)|Lukashova et al. (2001),0.43
P25963,P42574,4792,836,ENSG00000100906,ENSG00000164305,NFKBIA,CASP3,cleavage reaction,cleavage reaction,9367996,Barkett et al. (1997),0.13
Q13526,Q04206,5300,5970,ENSG00000127445,ENSG00000173039,PIN1,RELA,anti tag coimmunoprecipitation,physical association,14690596,Ryo et al. (2003),0.37
P22314,Q04206,7317,5970,ENSG00000130985,ENSG00000173039,UBA1,RELA,ubiquitination reaction,ubiquitination reaction,14690596,Ryo et al. (2003),0.13
P51668,Q04206,7321,5970,ENSG00000072401,ENSG00000173039,UBE2D1,RELA,ubiquitination reaction,ubiquitination reaction,14690596,Ryo et al. (2003),0.13
Q04206,O15524,5970,8651,ENSG00000173039,ENSG00000185338,RELA,SOCS1,anti tag coimmunoprecipitation,physical association,14690596,Ryo et al. (2003),0.37
P31749,Q15118,207,5163,ENSG00000142208,ENSG00000152256,AKT1,PDK1,protein kinase assay,phosphorylation reaction,9512493,Walker et al. (1998),0.25
P31751,Q15118,208,5163,ENSG00000105221,ENSG00000152256,AKT2,PDK1,protein kinase assay,phosphorylation reaction,9512493,Walker et al. (1998),0.25
O14980,P98177,7514,4303,ENSG00000082898,ENSG00000184481,XPO1,FOXO4,anti tag coimmunoprecipitation,physical association,11313479,Brownawell et al. (2001),0.37
P03372,P51812,2099,6197,ENSG00000091831,ENSG00000177189,ESR1,RPS6KA3,anti tag coimmunoprecipitation,physical association,11432835,Clark et al. (2001),0.37
P03372,P31751,2099,208,ENSG00000091831,ENSG00000105221,ESR1,AKT2,protein kinase assay,phosphorylation reaction,11507039,Sun et al. (2001),0.25
P31751,P45983,208,5599,ENSG00000105221,ENSG00000107643,AKT2,MAPK8,anti tag coimmunoprecipitation,physical association,12697749,Yuan et al. (2003),0.37
P31751,Q99683,208,4217,ENSG00000105221,ENSG00000197442,AKT2,MAP3K5,anti tag coimmunoprecipitation|protein kinase assay,physical association|phosphorylation reaction,12697749,Yuan et al. (2003),0.43
Q9UKG1,P23945,26060,2492,ENSG00000157500,ENSG00000170820,APPL1,FSHR,anti tag coimmunoprecipitation,physical association,15070827,Nechamen et al. (2004),0.37
P31751,P23945,208,2492,ENSG00000105221,ENSG00000170820,AKT2,FSHR,anti tag coimmunoprecipitation,physical association,15070827,Nechamen et al. (2004),0.37
P31751,Q9UKG1,208,26060,ENSG00000105221,ENSG00000157500,AKT2,APPL1,anti tag coimmunoprecipitation|two hybrid,physical association,15070827|17030088|10490823,Nechamen et al. (2004)|Nechamen et al. (2007)|Mitsuuchi et al. (1999),0.51
P29597,P63244,7297,10399,ENSG00000105397,ENSG00000204628,TYK2,RACK1,anti tag coimmunoprecipitation|two hybrid,physical association,15240704,Haro et al. (2004),0.41
P24394,O60674,3566,3717,ENSG00000077238,ENSG00000096968,IL4R,JAK2,anti tag coimmunoprecipitation,physical association,8609418|12223527,Murata et al. (1996)|Roy et al. (2002),0.43
P29597,P15498,7297,7409,ENSG00000105397,ENSG00000141968,TYK2,VAV1,anti tag coimmunoprecipitation,physical association,9038355,Uddin et al. (1997),0.37
Q01201,Q04206,5971,5970,ENSG00000104856,ENSG00000173039,RELB,RELA,anti tag coimmunoprecipitation,physical association,16951372|12657634|19122653,Yoza et al. (2006)|Marienfeld et al. (2003)|Gringhuis et al. (2009),0.47
Q01201,Q9UER7,5971,1616,ENSG00000104856,ENSG00000204209,RELB,DAXX,anti tag coimmunoprecipitation,physical association,16982744 ,Croxton et al. (2006),0.37
P29597,P42229,7297,6776,ENSG00000105397,ENSG00000126561,TYK2,STAT5A,anti tag coimmunoprecipitation,physical association,9872990,Fish et al. (1999),0.37
P29597,P51692,7297,6777,ENSG00000105397,ENSG00000173757,TYK2,STAT5B,anti tag coimmunoprecipitation,physical association,9872990,Fish et al. (1999),0.37
P46109,P42229,1399,6776,ENSG00000099942,ENSG00000126561,CRKL,STAT5A,anti tag coimmunoprecipitation,physical association,9872990,Fish et al. (1999),0.37
P46109,P51692,1399,6777,ENSG00000099942,ENSG00000173757,CRKL,STAT5B,anti tag coimmunoprecipitation,physical association,9872990,Fish et al. (1999),0.37
Q01201,P63000,5971,5879,ENSG00000104856,ENSG00000136238,RELB,RAC1,anti tag coimmunoprecipitation,physical association,16551621,Matos et al. (2006),0.37
Q00653,Q01201,4791,5971,ENSG00000077150,ENSG00000104856,NFKB2,RELB,anti tag coimmunoprecipitation,physical association,16551621|7925301|12709443|12927781|17548614|16108830,Matos et al. (2006)|Dobrzanski et al. (1994)|Derudder et al. (2003)|Legarda-Addison et al. (2007)|Nishikori et al. (2005),0.56
Q8NEU8,P23945,55198,2492,ENSG00000136044,ENSG00000170820,APPL2,FSHR,anti tag coimmunoprecipitation,physical association,17030088,Nechamen et al. (2007),0.37
Q8NEU8,Q9UKG1,55198,26060,ENSG00000136044,ENSG00000157500,APPL2,APPL1,anti tag coimmunoprecipitation,physical association,17030088,Nechamen et al. (2007),0.37
Q12778,P23945,2308,2492,ENSG00000150907,ENSG00000170820,FOXO1,FSHR,anti tag coimmunoprecipitation,physical association,17030088,Nechamen et al. (2007),0.37
Q01201,P35869,5971,196,ENSG00000104856,ENSG00000106546,RELB,AHR,anti tag coimmunoprecipitation,physical association,17823304 ,Vogel et al. (2007),0.37
Q14289,P40763,2185,6774,ENSG00000120899,ENSG00000168610,PTK2B,STAT3,anti tag coimmunoprecipitation,physical association,14963038,Shi et al. (2004),0.37
Q14289,P12931,2185,6714,ENSG00000120899,ENSG00000197122,PTK2B,SRC,anti tag coimmunoprecipitation,physical association,14963038,Shi et al. (2004),0.37
Q14289,P00533,2185,1956,ENSG00000120899,ENSG00000146648,PTK2B,EGFR,anti tag coimmunoprecipitation,physical association,14963038,Shi et al. (2004),0.37
P00533,P12931,1956,6714,ENSG00000146648,ENSG00000197122,EGFR,SRC,anti tag coimmunoprecipitation,physical association,14963038,Shi et al. (2004),0.37
P35869,P27540,196,405,ENSG00000106546,ENSG00000143437,AHR,ARNT,anti tag coimmunoprecipitation,physical association,17823304 ,Vogel et al. (2007),0.37
P40763,P06454,6774,5757,ENSG00000168610,ENSG00000187514,STAT3,PTMA,affinity chromatography technology|two hybrid|anti tag coimmunoprecipitation,physical association,15242774,Yang et al. (2004),0.44
P40763,P63244,6774,10399,ENSG00000168610,ENSG00000204628,STAT3,RACK1,anti tag coimmunoprecipitation|gst pull down,physical association,16382134,Zhang et al. (2006),0.37
P40763,P06213,6774,3643,ENSG00000168610,ENSG00000171105,STAT3,INSR,anti tag coimmunoprecipitation,physical association,16382134,Zhang et al. (2006),0.37
P06213,P63244,3643,10399,ENSG00000171105,ENSG00000204628,INSR,RACK1,anti tag coimmunoprecipitation|affinity chromatography technology|gst pull down,physical association,16382134,Zhang et al. (2006),0.42
P08069,P40763,3480,6774,ENSG00000140443,ENSG00000168610,IGF1R,STAT3,anti tag coimmunoprecipitation,physical association,16382134,Zhang et al. (2006),0.37
P08069,P63244,3480,10399,ENSG00000140443,ENSG00000204628,IGF1R,RACK1,anti tag coimmunoprecipitation|gst pull down,physical association,16382134,Zhang et al. (2006),0.37
P48551,P52630,3455,6773,ENSG00000159110,ENSG00000170581,IFNAR2,STAT2,gst pull down|surface plasmon resonance|pull down|anti tag coimmunoprecipitation,physical association,12220192|18456457|11786546|9121453,Saleh et al. (2002)|El Fiky et al. (2008)|Nguyen et al. (2002)|Li et al. (1997),0.59
Q01201,P19838,5971,4790,ENSG00000104856,ENSG00000109320,RELB,NFKB1,anti tag coimmunoprecipitation|two hybrid,physical association,7925301|9315679|18321863,Dobrzanski et al. (1994)|Li et al. (1997)|Fusco et al. (2008),0.51
Q01201,Q04864,5971,5966,ENSG00000104856,ENSG00000162924,RELB,REL,anti tag coimmunoprecipitation,physical association,12657634,Marienfeld et al. (2003),0.37
P52630,Q00978,6773,10379,ENSG00000170581,ENSG00000213928,STAT2,IRF9,anti tag coimmunoprecipitation,physical association,9242679|15978943|21903422|21268015|21178011,Martinez-Moczygemba et al. (1997)|Cohen et al. (2005)|Li et al. (2011)|Kim et al. (2011)|Morrow et al. (2011),0.54
O00505,Q00978,3839,10379,ENSG00000102753,ENSG00000213928,KPNA3,IRF9,gst pull down,physical association,15175343,Banninger et al. (2004),0.25
O00629,Q00978,3840,10379,ENSG00000186432,ENSG00000213928,KPNA4,IRF9,gst pull down,physical association,15175343,Banninger et al. (2004),0.25
O60684,Q00978,23633,10379,ENSG00000025800,ENSG00000213928,KPNA6,IRF9,gst pull down,physical association,15175343,Banninger et al. (2004),0.25
Q99558,Q00653,9020,4791,ENSG00000006062,ENSG00000077150,MAP3K14,NFKB2,anti tag coimmunoprecipitation,physical association,15994789,Choudhary et al. (2005),0.37
Q09472,P40763,2033,6774,ENSG00000100393,ENSG00000168610,EP300,STAT3,acetylation reaction|anti tag coimmunoprecipitation,acetylation reaction|physical association,15649887|15735682,Wang et al. (2005)|Gray et al. (2005),0.44
Q9BQ95,Q9Y375,51295,51103,ENSG00000130159,ENSG00000137806,ECSIT,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9Y375,P07355,51103,302,ENSG00000137806,ENSG00000182718,NDUFAF1,ANXA2,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9Y375,P49411,51103,7284,ENSG00000137806,ENSG00000178952,NDUFAF1,TUFM,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
P11142,Q9Y375,3312,51103,ENSG00000109971,ENSG00000137806,HSPA8,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
P30153,Q9Y375,5518,51103,ENSG00000105568,ENSG00000137806,PPP2R1A,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9Y375,P10809,51103,3329,ENSG00000137806,ENSG00000144381,NDUFAF1,HSPD1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9Y375,,51103,,ENSG00000137806,ENSG00000143933,NDUFAF1,,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
P60660,Q9Y375,4637,51103,ENSG00000092841,ENSG00000137806,MYL6,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9Y375,P04259,51103,3854,ENSG00000137806,ENSG00000185479,NDUFAF1,KRT6B,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
Q9H1R3,Q9Y375,85366,51103,ENSG00000101306,ENSG00000137806,MYLK2,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
P68363,Q9Y375,10376,51103,ENSG00000123416,ENSG00000137806,TUBA1B,NDUFAF1,tandem affinity purification,physical association,17344420,Vogel et al. (2007),0.37
P29597,Q06124,7297,5781,ENSG00000105397,ENSG00000179295,TYK2,PTPN11,anti tag coimmunoprecipitation,physical association,9794795,Schaper et al. (1998),0.37
P17947,P10914,6688,3659,ENSG00000066336,ENSG00000125347,SPI1,IRF1,pull down|anti tag coimmunoprecipitation,physical association,9593745|11483597,Eklund et al. (1998)|Kautz et al. (2001),0.48
P17947,Q02556,6688,3394,ENSG00000066336,ENSG00000140968,SPI1,IRF8,pull down|anti tag coimmunoprecipitation,physical association,9593745|11483597|10570299,Eklund et al. (1998)|Kautz et al. (2001)|Eklund et al. (1999),0.53
P16070,O60603,960,7097,ENSG00000026508,ENSG00000137462,CD44,TLR2,anti tag coimmunoprecipitation,physical association,18322236,Kawana et al. (2008),0.37
Q9Y6X2,P40763,10401,6774,ENSG00000131788,ENSG00000168610,PIAS3,STAT3,anti tag coimmunoprecipitation,physical association,9388184,Chung et al. (1997),0.37
P14778,P63000,3554,5879,ENSG00000115594,ENSG00000136238,IL1R1,RAC1,anti tag coimmunoprecipitation,physical association,16354686,Li et al. (2006),0.37
P29350,P10914,5777,3659,ENSG00000111679,ENSG00000125347,PTPN6,IRF1,in gel phosphatase assay,dephosphorylation reaction,11483597,Kautz et al. (2001),0.25
P29350,Q02556,5777,3394,ENSG00000111679,ENSG00000140968,PTPN6,IRF8,in gel phosphatase assay|anti tag coimmunoprecipitation,dephosphorylation reaction|physical association,11483597|16914719,Kautz et al. (2001)|Huang et al. (2006),0.49
P10914,Q02556,3659,3394,ENSG00000125347,ENSG00000140968,IRF1,IRF8,pull down|electrophoretic mobility supershift assay|anti tag coimmunoprecipitation,physical association,11483597|7768900|10570299,Kautz et al. (2001)|Sharf et al. (1995)|Eklund et al. (1999),0.56
P00390,Q8NG27,2936,64219,ENSG00000104687,ENSG00000181191,GSR,PJA1,two hybrid,physical association,16169070,Stelzl et al. (2005),0.34
Q9NP99,O00206,54210,7099,ENSG00000124731,ENSG00000136869,TREM1,TLR4,anti tag coimmunoprecipitation,physical association,17098818,Fortin et al. (2007),0.37
P78556,P07858,6364,1508,ENSG00000115009,ENSG00000164733,CCL20,CTSB,protease assay,cleavage reaction|protein cleavage,16709808,Hasan et al. (2006),0.26
P78556,P07339,6364,1509,ENSG00000115009,ENSG00000117984,CCL20,CTSD,protease assay,cleavage reaction|protein cleavage,16709808,Hasan et al. (2006),0.26
Q7Z434,Q86UT6,57506,79671,ENSG00000088888,ENSG00000160703,MAVS,NLRX1,anti tag coimmunoprecipitation,physical association,18200010,Moore et al. (2008),0.37
P19838,Q9BYH8,4790,64332,ENSG00000109320,ENSG00000144802,NFKB1,NFKBIZ,anti tag coimmunoprecipitation,physical association,16513645|19783680|21224476,Totzke et al. (2006)|Seshadri et al. (2009)|Kannan et al. (2011),0.47
Q9BYH8,Q04206,64332,5970,ENSG00000144802,ENSG00000173039,NFKBIZ,RELA,anti tag coimmunoprecipitation,physical association,16513645|21224476,Totzke et al. (2006)|Kannan et al. (2011),0.43
